"pcp-dstat 4.3.2 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","undercloud-0.redhat.local",,,,"User:","root"
"Cmdline:","dstat -tcmndrylpg --nocolor --swap --tcp --output /var/log/extra/dstat.csv",,,,"Date:","03 Mar 2020 21:51:32 EST"
"system","total usage",,,,,,,,,"memory usage",,,,"net/total",,,"dsk/total",,,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"swap",,,"tcp sockets"
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","swap:used","swap:free","lis","act","syn","tim","clo"
03-03 22:38:45,1.125,0.250,98.369,0,0,7629064,2315376,2096,13808172,13752.216,13916.207,0,18.999,0,6.000,1762,2460,0.070,0.920,1.410,0,0,6.000,0,0,0,0,58,614,0,172,14
03-03 22:38:46,1.500,0.500,98.007,0,0,7629064,2315376,2096,13808172,29395.116,29507.125,0,0,0,0,1814,2670,0.070,0.920,1.410,0,0,0,0,0,0,0,58,614,0,177,14
03-03 22:38:47,17.630,7.627,73.644,0,0,7629648,2314160,2096,13808176,40368.577,40532.620,0,489.128,0,79.021,20926,36458,0.070,0.920,1.410,0,0,166.044,0,0,0,0,58,618,0,177,12
03-03 22:38:48,1.125,0.125,98.345,0,0,7629640,2314268,2096,13808184,23191.020,23302.986,0,110.967,0,6.998,1765,2468,0.070,0.920,1.410,0,0,1.000,0,0,0,0,58,614,0,183,14
03-03 22:38:49,3.126,2.876,93.409,0,0,7728100,2215356,2096,13808208,24077.644,24241.703,0,77.028,0,14.005,10035,19433,0.070,0.900,1.400,6,0,76.027,0,0,0,0,58,615,0,183,14
03-03 22:38:50,8.746,3.249,87.213,0,0,7629936,2313808,2096,13808208,28182.079,28294.032,0,2273.039,0,294.875,12008,18968,0.070,0.900,1.400,0,0,65.972,0,0,0,0,58,614,0,189,14
03-03 22:38:51,1.375,0.500,97.878,0,0,7629772,2314008,2096,13808208,34770.043,34934.048,0,121.004,0,15.000,1796,2680,0.070,0.900,1.400,0,0,4.000,0,0,0,0,58,616,0,183,14
03-03 22:38:52,1.250,0.375,98.247,0,0,7629536,2314232,2096,13808220,18326.469,18438.465,0,12.000,0,4.000,1714,2515,0.070,0.900,1.400,0,0,0,0,0,0,0,58,614,0,183,14
03-03 22:38:53,3.375,0.375,96.508,0,0,7629404,2314344,2096,13808240,138786.242,138950.255,0,167.014,0,17.001,2598,3230,0.070,0.900,1.400,2,0,3.000,0,0,0,0,58,618,0,184,12
03-03 22:38:54,1.375,0.125,97.990,0,0,7629364,2314368,2096,13808256,16301.402,16413.391,0,1158.886,0,24.998,1842,2665,0.060,0.890,1.400,1,0,1.000,0,0,0,0,58,618,0,187,12
03-03 22:38:55,6.125,3.125,90.003,0,0,7629844,2313676,2096,13808256,35450.028,35614.033,0,737.021,0,138.004,12819,21755,0.060,0.890,1.400,0,0,91.003,0,0,0,0,58,618,0,177,12
03-03 22:38:56,2.377,0.250,96.963,0,0,7629868,2313628,2096,13808264,83128.813,83240.916,0,16.015,0,2.002,1983,2683,0.060,0.890,1.400,1,0,1.001,0,0,0,0,58,622,0,179,10
03-03 22:38:57,0.999,0.375,98.661,0,0,7629988,2313504,2096,13808268,19882.966,20046.818,0,111.899,0,10.990,1843,2668,0.060,0.890,1.400,1,0,3.996,0,0,0,0,58,618,0,180,12
03-03 22:38:58,1.125,0.125,98.377,0,0,7629980,2313504,2096,13808276,24908.523,25020.525,0,13.000,0,4.000,1813,2558,0.060,0.890,1.400,0,0,1.000,0,0,0,0,58,618,0,185,12
03-03 22:38:59,3.500,2.750,93.370,0,0,7671256,2271920,2096,13808292,14114.238,14278.229,0,134.993,0,24.999,12370,23127,0.060,0.870,1.390,1,0,85.995,0,0,0,0,58,618,0,169,11
03-03 22:39:00,2.626,0.875,96.042,0.125,0,7630664,2312536,2096,13808292,42477.520,42589.569,0,165.072,0,25.011,2736,3283,0.060,0.870,1.390,0,0,3.001,0,0,0,0,58,618,0,170,11
03-03 22:39:01,1.749,0.375,98.088,0.125,0,7630980,2312216,2096,13808296,35887.327,36051.264,0,2434.073,0,183.930,1999,2788,0.060,0.870,1.390,0,0,2.999,0,0,0,0,58,618,0,170,11
03-03 22:39:02,5.499,2.125,91.991,0,0,7591340,2351980,2096,13808292,38329.320,38441.310,0,181.983,0,31.997,9850,16295,0.060,0.870,1.390,0,0,47.995,0,0,0,0,58,618,0,176,11
03-03 22:39:03,1.625,0.250,97.632,0,0,7590924,2352396,2096,13808292,58217.959,58381.970,0,220.015,0,16.001,2072,2874,0.060,0.870,1.390,0,0,4.000,0,0,0,0,58,614,0,165,13
03-03 22:39:04,1.625,0.500,98.375,0,0,7590856,2352460,2096,13808296,17118.983,17284.983,0,13.000,0,4.000,1692,2457,0.050,0.860,1.380,0,0,0,0,0,0,0,58,614,0,167,13
03-03 22:39:05,1.250,0.250,98.377,0,0,7590624,2354440,2096,13808308,13509.297,13619.300,0,13.000,0,4.000,1697,2506,0.050,0.860,1.380,0,0,5.000,0,0,0,0,58,614,0,167,13
03-03 22:39:06,1.250,0,98.499,0,0,7590436,2354624,2096,13808312,16352.771,16464.769,0,12.000,0,2.000,1711,2507,0.050,0.860,1.380,0,0,0,0,0,0,0,58,610,0,171,15
03-03 22:39:07,5.500,1.875,92.497,0,0,7629836,2314872,2096,13808332,61088.923,61252.917,0,143.995,0,26.999,9608,16804,0.050,0.860,1.380,0,0,51.998,0,0,0,0,58,610,0,163,14
03-03 22:39:08,1.250,0.250,97.745,0,0,7629880,2314816,2096,13808344,42497.875,42609.870,0,525.974,0,18.999,2112,2846,0.050,0.860,1.380,0,0,0,0,0,0,0,58,614,0,168,12
03-03 22:39:09,5.127,1.751,92.918,0,0,7630532,2314012,2096,13808344,23017.588,23133.641,0,128.059,0,22.010,8809,16130,0.050,0.840,1.370,1,0,37.017,0,0,0,0,58,614,0,171,12
03-03 22:39:10,1.624,0.500,97.841,0,0,7630976,2313616,2096,13808352,30682.261,30794.222,0,21.992,0,3.999,1776,2528,0.050,0.840,1.370,0,0,0,0,0,0,0,58,614,0,172,12
03-03 22:39:11,1.500,0.250,98.377,0,0,7630960,2313632,2096,13808352,33041.727,33205.731,0,209.005,0,15.000,1724,2569,0.050,0.840,1.370,0,0,4.000,0,0,0,0,58,614,0,160,12
03-03 22:39:12,1.000,0.250,98.499,0,0,7630932,2313660,2096,13808352,20324.837,20436.837,0,14.000,0,4.000,1693,2491,0.050,0.840,1.370,0,0,1.000,0,0,0,0,58,614,0,161,12
03-03 22:39:13,1.876,0.125,97.795,0,0,7631212,2313368,2096,13808364,63154.862,63318.937,0,13.006,0,4.002,2004,2773,0.050,0.840,1.370,0,0,4.002,0,0,0,0,58,614,0,162,12
03-03 22:39:14,6.497,2.999,89.955,0.125,0,7668644,2275332,2096,13808388,16638.714,16798.634,0,290.855,0,38.981,12664,22675,0.200,0.860,1.380,2,0,92.954,0,0,0,0,58,614,0,164,12
03-03 22:39:15,1.250,0.125,98.376,0,0,7668880,2275128,2096,13808388,13673.096,13837.097,0,13.000,0,4.000,1692,2452,0.200,0.860,1.380,0,0,6.000,0,0,0,0,58,614,0,153,12
03-03 22:39:16,0.750,0.375,98.502,0,0,7668988,2275016,2096,13808392,14845.371,14957.374,0,28.001,0,2.000,1635,2494,0.200,0.860,1.380,0,0,0,0,0,0,0,58,614,0,155,12
03-03 22:39:17,2.000,0.250,98.000,0,0,7669048,2274948,2096,13808400,37642.812,37806.811,0,86.000,0,12.000,2133,2928,0.200,0.860,1.380,0,0,4.000,0,0,0,0,58,618,0,157,10
03-03 22:39:18,1.250,0.250,98.374,0,0,7669032,2274956,2096,13808408,25869.612,25981.610,0,103.998,0,7.000,1855,2597,0.200,0.860,1.380,0,0,1.000,0,0,0,0,58,614,0,160,12
03-03 22:39:19,5.624,2.875,90.985,0,0,7722448,2221152,2096,13808428,15060.500,15224.473,0,126.979,0,22.996,13640,25616,0.270,0.870,1.370,1,0,76.987,0,0,0,0,58,614,0,147,12
03-03 22:39:20,4.251,1.000,94.763,0,0,7669588,2274096,2096,13808432,27962.719,28074.734,0,237.032,0,28.004,3588,4502,0.270,0.870,1.370,0,0,16.002,0,0,0,0,58,614,0,154,12
03-03 22:39:21,3.125,3.125,92.996,0,0,7669268,2274384,2096,13808444,33417.730,33581.724,0,1557.941,0,63.998,7773,12836,0.270,0.870,1.370,0,0,52.998,0,0,0,0,58,614,0,154,12
03-03 22:39:22,1.375,0.375,98.141,0,0,7669272,2274380,2096,13808444,21016.405,21128.423,0,12.002,0,4.001,1761,2446,0.270,0.870,1.370,0,0,1.000,0,0,0,0,58,614,0,158,12
03-03 22:39:23,1.750,0.500,97.619,0,0,7669232,2274404,2096,13808460,59810.411,59974.402,0,114.993,0,10.999,2212,2907,0.270,0.870,1.370,0,0,4.000,0,0,0,0,58,618,0,145,10
03-03 22:39:24,1.625,0.125,98.254,0,0,7669196,2274432,2096,13808468,16819.673,16985.679,0,15.001,0,4.000,1745,2497,0.250,0.850,1.370,1,0,1.000,0,0,0,0,58,618,0,148,10
03-03 22:39:25,1.000,0.250,98.297,0,0,7669256,2274364,2096,13808476,14067.682,14177.734,0,13.006,0,4.002,1593,2334,0.250,0.850,1.370,0,0,6.003,0,0,0,0,58,618,0,149,10
03-03 22:39:26,1.375,0.500,98.624,0,0,7669228,2274392,2096,13808476,14684.868,14796.867,0,111.999,0,14.000,1632,2455,0.250,0.850,1.370,0,0,1.000,0,0,0,0,58,618,0,152,10
03-03 22:39:27,4.747,1.499,93.075,0,0,7669636,2273812,2096,13808480,19515.501,19679.412,0,123.933,0,20.989,8841,15482,0.250,0.850,1.370,0,0,39.978,0,0,0,0,58,614,0,155,12
03-03 22:39:28,1.125,0.375,98.507,0,0,7669604,2273840,2096,13808484,26399.822,26511.829,0,120.008,0,11.001,1782,2570,0.250,0.850,1.370,0,0,1.000,0,0,0,0,58,614,0,148,12
03-03 22:39:29,2.376,1.125,95.916,0,0,7724968,2218140,2096,13808512,23178.967,23397.061,0,12.005,0,4.002,7133,13500,0.230,0.840,1.360,2,0,36.015,0,0,0,0,58,614,0,149,12
03-03 22:39:30,4.123,0.750,94.583,0,0,7669740,2273556,2096,13808500,55906.066,55964.040,0,143.936,0,23.989,3748,4836,0.230,0.840,1.360,0,0,9.996,0,0,0,0,58,614,0,151,12
03-03 22:39:31,6.750,2.625,89.493,0.250,0,7627756,2315560,2096,13808488,34172.505,34336.493,0,4102.701,0,476.965,12617,21959,0.230,0.840,1.360,1,0,86.994,0,0,0,0,58,614,0,152,12
03-03 22:39:32,1.250,0.375,98.513,0,0,7629772,2313540,2096,13808492,18951.483,19063.497,0,11.001,0,4.001,1856,2650,0.230,0.840,1.360,0,0,1.000,0,0,0,0,58,614,0,138,12
03-03 22:39:33,1.626,0.500,98.032,0,0,7629460,2313848,2096,13808496,57810.789,57974.842,0,142.046,0,13.004,2136,2890,0.230,0.840,1.360,0,0,4.001,0,0,0,0,58,610,0,140,14
03-03 22:39:34,1.250,0.125,98.214,0.125,0,7629456,2313848,2096,13808500,17000.761,17112.720,0,95.965,0,10.996,1896,2718,0.210,0.820,1.350,0,0,1.000,0,0,0,0,58,610,0,142,14
03-03 22:39:35,3.625,2.250,93.865,0,0,7629736,2314548,2096,13808512,14944.446,15108.429,0,10.999,0,4.000,2861,5308,0.210,0.820,1.350,1,0,41.996,0,0,0,0,58,610,0,144,14
03-03 22:39:36,24.497,9.374,64.493,0,0,7632112,2311404,2096,13808532,17739.173,17851.161,0,591.939,0,91.991,23449,40329,0.210,0.820,1.350,0,0,199.979,0,0,0,0,58,610,0,145,14
03-03 22:39:37,1.500,0.500,98.012,0,0,7632332,2311352,2096,13808516,39039.763,39203.783,0,27.003,0,6.001,2120,2885,0.210,0.820,1.350,0,0,4.000,0,0,0,0,58,610,0,147,14
03-03 22:39:38,2.000,0.250,97.757,0,0,7632264,2311408,2096,13808528,44471.291,44583.299,0,108.008,0,3.000,1936,2607,0.210,0.820,1.350,1,0,1.000,0,0,0,0,58,614,0,150,12
03-03 22:39:39,2.626,1.626,95.036,0,0,7714372,2229264,2096,13808528,32489.183,32653.245,0,108.041,0,13.005,8819,18213,0.270,0.830,1.350,2,0,43.016,0,0,0,0,58,614,0,151,12
03-03 22:39:40,7.875,1.875,89.746,0,0,7592180,2351576,2096,13808528,29240.860,29352.855,0,311.988,0,52.998,6335,8456,0.270,0.830,1.350,0,0,45.998,0,0,0,0,58,614,0,147,12
03-03 22:39:41,1.624,0.250,98.339,0,0,7592168,2351588,2096,13808528,33192.785,33410.705,0,112.958,0,10.996,1834,2676,0.270,0.830,1.350,0,0,3.999,0,0,0,0,58,614,0,150,12
03-03 22:39:42,1.250,0.250,98.251,0,0,7592160,2351588,2096,13808536,19417.117,19475.117,0,114.001,0,11.000,1769,2671,0.270,0.830,1.350,0,0,1.000,0,0,0,0,58,614,0,151,12
03-03 22:39:43,1.000,0.250,98.129,0,0,7592136,2351612,2096,13808536,42305.692,42469.699,0,16.001,0,4.000,1914,2655,0.270,0.830,1.350,0,0,4.000,0,0,0,0,58,614,0,156,12
03-03 22:39:44,1.500,0.375,98.114,0,0,7592712,2351024,2096,13808548,16277.210,16389.197,0,111.988,0,10.999,1860,2587,0.250,0.810,1.340,0,0,1.000,0,0,0,0,58,614,0,142,12
03-03 22:39:45,1.250,0.250,98.382,0,0,7592828,2350900,2096,13808556,15386.046,15550.057,0,12.001,0,4.000,1787,2588,0.250,0.810,1.340,0,0,6.000,0,0,0,0,58,614,0,146,12
03-03 22:39:46,2.500,0.875,96.360,0,0,7626704,2317016,2096,13808564,34449.695,34561.678,0,0,0,0,6365,12170,0.250,0.810,1.340,2,0,13.998,0,0,0,0,58,614,0,150,12
03-03 22:39:47,10.500,4.000,84.249,0,0,7596484,2347000,2096,13808580,43592.738,43756.737,0,145.999,0,24.000,8902,13873,0.250,0.810,1.340,0,0,167.999,0,0,0,0,58,618,0,157,10
03-03 22:39:48,1.500,0.250,98.265,0.125,0,7595992,2347580,2096,13808580,26570.172,26682.189,0,110.017,0,7.001,2012,2920,0.250,0.810,1.340,0,0,0,0,0,0,0,58,614,0,149,12
03-03 22:39:49,2.501,1.750,94.771,0,0,7686096,2257260,2096,13808596,21173.616,21337.652,0,12.003,0,4.001,9628,20217,0.230,0.800,1.330,3,0,48.010,0,0,0,0,58,614,0,151,12
03-03 22:39:50,6.998,1.500,90.974,0,0,7596316,2347004,2096,13808588,30182.368,30294.336,0,246.929,0,38.989,6275,8996,0.230,0.800,1.330,0,0,36.989,0,0,0,0,58,614,0,155,12
03-03 22:39:51,1.750,0.375,97.879,0,0,7595612,2347704,2096,13808592,33872.490,34036.498,0,113.005,0,11.000,1836,2684,0.230,0.800,1.330,0,0,3.000,0,0,0,0,58,614,0,159,12
03-03 22:39:52,1.375,0.250,98.250,0,0,7595232,2348080,2096,13808596,19397.058,19509.059,0,112.000,0,11.000,1974,2751,0.230,0.800,1.330,0,0,0,0,0,0,0,58,614,0,154,12
03-03 22:39:53,2.750,0.375,96.749,0,0,7594748,2348540,2096,13808620,99430.304,99594.303,0,93.999,0,12.000,2261,2920,0.230,0.800,1.330,0,0,3.000,0,0,0,0,58,618,0,159,10
03-03 22:39:54,1.251,0.250,98.176,0,0,7594420,2348864,2096,13808624,15282.886,15394.944,0,1008.520,0,25.013,1718,2702,0.210,0.780,1.330,0,0,1.001,0,0,0,0,58,618,0,164,10
03-03 22:39:55,4.997,1.499,92.948,0.125,0,7594368,2348792,2096,13808632,13897.273,14061.182,0,118.934,0,20.988,9049,15914,0.210,0.780,1.330,1,0,40.977,0,0,0,0,58,618,0,164,10
03-03 22:39:56,2.625,0.250,97.253,0,0,7594336,2348820,2096,13808636,100100.403,100212.407,0,0,0,0,2106,2755,0.210,0.780,1.330,0,0,1.000,0,0,0,0,58,622,0,162,8
03-03 22:39:57,1.000,0.375,98.258,0,0,7594540,2348624,2096,13808644,18324.558,18488.572,0,27.002,0,4.000,1686,2401,0.210,0.780,1.330,0,0,4.000,0,0,0,0,58,618,0,163,10
03-03 22:39:58,1.000,0.500,98.495,0,0,7594528,2348624,2096,13808656,26148.719,26260.713,0,110.995,0,10.999,1781,2615,0.210,0.780,1.330,0,0,1.000,0,0,0,0,58,618,0,165,10
03-03 22:39:59,2.250,1.125,96.497,0,0,7647040,2295820,2096,13808672,12306.655,12470.651,0,12.000,0,4.000,7181,13004,0.190,0.770,1.320,1,0,29.999,0,0,0,0,58,618,0,165,10
03-03 22:40:00,3.250,2.250,94.242,0.125,0,7594848,2348184,2096,13808672,43509.476,43621.467,0,135.989,0,22.998,3510,4109,0.190,0.770,1.320,0,0,20.998,0,0,0,0,58,618,0,164,9
03-03 22:40:01,1.125,0.125,98.255,0,0,7594836,2348196,2096,13808672,35096.790,35260.798,0,1856.095,0,144.007,2054,2877,0.190,0.770,1.320,0,0,3.000,0,0,0,0,58,618,0,167,9
03-03 22:40:02,1.500,0.500,98.399,0,0,7594676,2348356,2096,13808672,19833.899,19945.927,4.001,2070.511,1.000,268.066,2095,2732,0.190,0.770,1.320,1,0,3.001,0,0,0,0,58,618,0,170,9
03-03 22:40:03,1.375,0.125,97.607,0,0,7594696,2348324,2096,13808684,57363.502,57527.472,0,25.995,0,6.999,2245,3011,0.190,0.770,1.320,0,0,2.999,0,0,0,0,58,614,0,172,11
03-03 22:40:04,1.250,0.250,98.376,0,0,7594692,2348324,2096,13808688,15327.199,15439.201,0,209.003,0,14.000,1823,2669,0.180,0.760,1.310,0,0,0,0,0,0,0,58,614,0,163,11
03-03 22:40:05,13.623,5.749,79.614,0,0,7595100,2347436,2096,13808712,16076.685,16240.661,0,483.930,0,76.989,19653,34559,0.180,0.760,1.310,0,0,169.976,0,0,0,0,58,614,0,164,11
03-03 22:40:06,1.000,0.500,98.515,0,0,7595108,2349216,2096,13808716,17175.679,17287.697,0,0,0,0,1668,2449,0.180,0.760,1.310,0,0,0,0,0,0,0,58,610,0,169,13
03-03 22:40:07,6.249,2.375,90.866,0,0,7591568,2352624,2096,13808716,69301.862,69465.845,0,255.974,0,35.996,10774,17843,0.180,0.760,1.310,2,0,51.995,0,0,0,0,58,610,0,170,13
03-03 22:40:08,1.875,0.125,97.760,0,0,7591532,2352680,2096,13808716,43684.456,43796.467,0,13.001,0,2.000,2022,2759,0.180,0.760,1.310,0,0,1.000,0,0,0,0,58,614,0,177,11
03-03 22:40:09,2.375,1.875,95.614,0,0,7673496,2270528,2096,13808744,20758.571,20976.546,0,495.942,0,18.998,7667,17967,0.160,0.750,1.300,1,0,38.995,0,0,0,0,58,614,0,168,10
03-03 22:40:10,5.128,1.626,93.048,0.250,0,7631348,2312400,2096,13808748,28919.865,28977.895,0,188.097,0,31.016,5245,7664,0.160,0.750,1.300,0,0,45.023,0,0,0,0,58,614,0,173,10
03-03 22:40:11,1.374,0.250,98.087,0,0,7631568,2312176,2096,13808752,33951.793,34115.729,0,112.956,0,10.996,1956,2744,0.160,0.750,1.300,0,0,3.998,0,0,0,0,58,614,0,173,10
03-03 22:40:12,1.250,0.125,98.493,0,0,7631376,2312364,2096,13808756,20595.455,20707.447,0,260.980,0,33.997,1731,2635,0.160,0.750,1.300,1,0,0,0,0,0,0,58,614,0,175,10
03-03 22:40:13,1.251,0.125,98.052,0,0,7631560,2312172,2096,13808764,41642.237,41806.325,0,15.008,0,4.002,1879,2729,0.160,0.750,1.300,0,0,4.002,0,0,0,0,58,614,0,168,10
03-03 22:40:14,8.865,3.121,87.523,0,0,7648640,2294708,2096,13808780,14725.874,14837.744,0,300.650,0,41.951,16987,29847,0.230,0.750,1.300,2,0,70.918,0,0,0,0,58,614,1,173,10
03-03 22:40:15,2.126,0.750,96.683,0,0,7591412,2352288,2096,13808772,14541.652,14705.750,0,138.082,0,24.014,2496,3092,0.230,0.750,1.300,0,0,10.006,0,0,0,0,58,614,0,173,10
03-03 22:40:16,1.375,0.250,98.138,0,0,7591380,2352316,2096,13808776,34675.716,34787.731,0,0,0,0,1716,2560,0.230,0.750,1.300,0,0,1.000,0,0,0,0,58,616,0,175,10
03-03 22:40:17,1.751,0.500,97.916,0,0,7591420,2352276,2096,13808776,36506.260,36670.328,0,34.014,0,7.003,2088,2864,0.230,0.750,1.300,0,0,4.002,0,0,0,0,58,620,0,170,8
03-03 22:40:18,1.499,0,98.210,0,0,7591444,2352248,2096,13808780,26485.326,26597.281,0,105.957,0,6.997,1892,2701,0.230,0.750,1.300,0,0,1.000,0,0,0,0,58,614,0,176,10
03-03 22:40:19,2.125,1.625,95.484,0,0,7669060,2274512,2096,13808796,11017.116,11181.088,0,12.998,0,3.999,10048,19849,0.210,0.740,1.290,1,0,37.994,0,0,0,0,58,614,0,178,10
03-03 22:40:20,3.875,4.500,91.374,0,0,7591536,2351888,2096,13808800,29092.593,29204.591,0,246.997,0,39.999,5522,6727,0.210,0.740,1.290,1,0,63.999,0,0,0,0,58,616,0,185,10
03-03 22:40:21,1.250,0.375,98.135,0,0,7591384,2352024,2096,13808816,33458.513,33622.530,0,114.012,0,11.001,1813,2672,0.210,0.740,1.290,0,0,3.000,0,0,0,0,58,614,0,174,10
03-03 22:40:22,1.375,0.375,98.248,0,0,7591084,2352324,2096,13808816,20954.644,21066.642,0,1871.968,0,278.995,2188,2702,0.210,0.740,1.290,0,0,0,0,0,0,0,58,614,0,181,10
03-03 22:40:23,2.250,0.250,97.623,0,0,7591088,2352316,2096,13808820,60580.910,60744.907,0,25.000,0,4.000,1975,2728,0.210,0.740,1.290,0,0,4.000,0,0,0,0,58,618,0,183,8
03-03 22:40:24,1.125,0.125,98.123,0,0,7591060,2352344,2096,13808820,18170.618,18282.616,0,113.998,0,11.000,1876,2696,0.190,0.720,1.290,0,0,1.000,0,0,0,0,58,618,0,185,8
03-03 22:40:25,4.875,2.000,92.748,0,0,7591652,2351644,2096,13808836,14408.654,14572.650,0,127.997,0,19.000,9121,15518,0.190,0.720,1.290,0,0,52.999,0,0,0,0,58,618,0,178,8
03-03 22:40:26,1.125,0.125,98.378,0,0,7591580,2351720,2096,13808840,17583.492,17695.495,0,20.001,0,4.000,1720,2619,0.190,0.720,1.290,0,0,0,0,0,0,0,58,618,0,181,8
03-03 22:40:27,1.125,0.250,98.505,0,0,7591312,2351988,2096,13808840,18505.999,18670.008,0,13.001,0,4.000,1758,2630,0.190,0.720,1.290,0,0,3.000,0,0,0,0,58,614,0,182,10
03-03 22:40:28,1.375,0.375,98.123,0,0,7591308,2351988,2096,13808844,26923.542,27035.540,0,112.998,0,11.000,1841,2649,0.190,0.720,1.290,0,0,0,0,0,0,0,58,614,0,183,10
03-03 22:40:29,2.876,1.751,94.909,0,0,7704140,2239036,2096,13808864,20490.418,20654.477,0,14.005,0,4.001,10749,25321,0.180,0.710,1.280,1,0,52.019,0,0,0,0,58,614,0,176,10
03-03 22:40:30,13.368,2.624,83.082,0,0,7591972,2351080,2096,13808860,46271.217,46383.159,0,1728.112,0,90.953,9541,13000,0.180,0.710,1.280,0,0,74.961,0,0,0,0,58,614,0,180,10
03-03 22:40:31,1.250,0.250,98.397,0,0,7591952,2351096,2096,13808864,34108.470,34272.506,0,14.003,0,4.001,1787,2599,0.180,0.710,1.280,0,0,4.001,0,0,0,0,58,614,0,180,10
03-03 22:40:32,1.125,0.250,98.245,0.125,0,7591948,2351096,2096,13808868,20034.038,20146.033,0,2197.895,0,166.992,1949,2704,0.180,0.710,1.280,0,0,1.000,0,0,0,0,58,614,0,183,10
03-03 22:40:33,1.875,0.375,98.000,0,0,7591904,2351140,2096,13808868,58738.059,58902.059,0,19.000,0,6.000,2109,2925,0.180,0.710,1.280,1,0,4.000,0,0,0,0,58,610,0,179,12
03-03 22:40:34,1.000,0.250,98.366,0,0,7591628,2351376,2096,13808908,15723.601,15835.591,0,207.981,0,13.999,1833,2708,0.160,0.700,1.270,0,0,0,0,0,0,0,58,610,0,182,12
03-03 22:40:35,1.000,0.375,98.374,0,0,7591756,2351240,2096,13808916,13474.838,13638.836,0,13.000,0,4.000,1675,2553,0.160,0.700,1.270,0,0,6.000,0,0,0,0,58,610,0,185,12
03-03 22:40:36,10.001,7.500,81.629,0,0,7649112,2293668,2096,13808924,18176.927,18288.933,0,116.006,0,18.001,14670,29501,0.160,0.700,1.270,2,0,117.006,0,0,0,0,58,610,0,187,12
03-03 22:40:37,1.875,0.750,97.000,0.125,0,7592536,2351788,2096,13808924,40531.162,40695.163,0,143.001,0,25.000,2941,3508,0.160,0.700,1.270,0,0,19.000,0,0,0,0,58,610,0,179,12
03-03 22:40:38,1.875,0.250,97.623,0,0,7592520,2351788,2096,13808940,44473.199,44585.197,0,18.000,0,3.000,1953,2590,0.160,0.700,1.270,0,0,1.000,0,0,0,0,58,614,0,186,10
03-03 22:40:39,2.501,2.126,94.791,0.125,0,7692808,2251464,2096,13808940,12130.204,12294.274,0,207.089,0,14.006,11786,23680,0.150,0.690,1.270,0,0,36.015,0,0,0,0,58,614,0,188,10
03-03 22:40:40,11.494,2.999,85.084,0,0,7595688,2348468,2096,13808956,30054.574,30166.520,0,387.814,0,62.970,8076,10858,0.150,0.690,1.270,0,0,103.950,0,0,0,0,58,614,0,197,10
03-03 22:40:41,1.126,0.250,98.190,0,0,7595608,2348540,2096,13808964,35058.173,35222.282,0,114.075,0,11.007,1802,2672,0.150,0.690,1.270,1,0,4.003,0,0,0,0,58,614,0,184,10
03-03 22:40:42,1.124,0,98.568,0,0,7595352,2348796,2096,13808964,19411.799,19523.735,0,110.936,0,10.994,1734,2638,0.150,0.690,1.270,0,0,0.999,0,0,0,0,58,614,0,190,10
03-03 22:40:43,1.500,0.375,97.877,0,0,7595264,2348880,2096,13808968,41380.662,41544.665,0,23.000,0,8.000,1892,2709,0.150,0.690,1.270,0,0,4.000,0,0,0,0,58,614,0,191,10
03-03 22:40:44,1.500,0.250,98.371,0,0,7595284,2348852,2096,13808976,27042.026,27154.022,0,111.996,0,11.000,1793,2607,0.140,0.680,1.260,0,0,1.000,0,0,0,0,58,614,0,193,10
03-03 22:40:45,8.378,3.251,87.660,0,0,7635640,2307992,2096,13808996,14333.762,14497.828,0,188.076,0,32.013,13844,23862,0.140,0.680,1.260,0,0,97.039,0,0,0,0,58,614,0,186,10
03-03 22:40:46,1.125,0.125,97.839,0,0,7635640,2307992,2096,13808996,32926.949,33038.908,0,0,0,0,1822,2638,0.140,0.680,1.260,0,0,1.000,0,0,0,0,58,614,0,187,10
03-03 22:40:47,1.751,0.500,98.044,0,0,7635448,2308176,2096,13809004,35340.939,35505.013,0,23.010,0,4.002,2064,2831,0.140,0.680,1.260,1,0,4.002,0,0,0,0,58,618,0,188,8
03-03 22:40:48,2.124,0,97.957,0,0,7635420,2308204,2096,13809004,24953.120,25065.072,0,102.955,0,6.997,2000,2717,0.140,0.680,1.260,0,0,1.000,0,0,0,0,58,614,0,190,10
03-03 22:40:49,1.751,1.000,96.790,0,0,7668536,2275080,2096,13809012,22596.445,22760.514,0,13.005,0,4.002,6133,11812,0.130,0.660,1.250,2,0,17.007,0,0,0,0,58,614,0,170,10
03-03 22:40:50,2.624,0.999,95.700,0,0,7635676,2307832,2096,13809008,27096.910,27208.851,0,144.925,0,26.986,3406,4455,0.130,0.660,1.250,0,0,24.987,0,0,0,0,58,614,0,172,10
03-03 22:40:51,1.750,0.500,98.520,0.125,0,7635356,2308136,2096,13809024,36928.644,37092.678,0,111.023,0,11.002,1727,2545,0.130,0.660,1.250,1,0,4.001,0,0,0,0,58,614,0,173,10
